,kon_ctrl,koff_ctrl,ksyn_ctrl,theta_ctrl
gene75,0.737349783203863,0.744548065377594,25.7497055254011,0.517397796121606
gene76,0.66394071705984,0.256391973659466,23.7479523605566,0.434198863480784
gene77,0.695038751947607,3.04869901621627,20.0959324066079,0.795253024328759
gene78,2.90113300996918,0.465364605812775,18.0568365551403,0.471539636872438
gene79,0.273803340121925,1.01080003163369,11.8153153558756,0.754916628180085
gene80,2.69801297006346,1.00761243693077,15.5669565377933,0.561125902016495
gene81,0.894955868367057,1.28270606271389,16.4860000845471,0.668367782836851
gene82,0.889331798108309,2.69845199081476,18.5105353524065,0.743313877940131
gene83,2.90043950192698,0.862376476900479,14.1921530964039,0.549387258311272
gene84,0.116308489512424,0.467830018919012,6.12440603981025,0.652464337457333
gene85,0.204726060598831,1.59462445252063,13.0476639387969,0.744533147104788
gene86,2.39690129080329,2.49841077336211,19.0121881695056,0.619347258046303
gene87,1.15193635859211,0.120943145608955,22.2232090079831,0.411256161326106
gene88,3.3514768755347,2.77809801902473,25.4954313379484,0.502806349346174
gene89,1.04089154614781,2.48485310454533,24.3997749701437,0.63635601193137
gene90,0.0370161530014373,2.95808456402434,33.4467664941095,0.469103738577483
gene91,0.502891077607159,1.68410851102857,11.7908978553072,0.809797501828405
gene92,1.350643894,3.04600047466817,31.6110818486604,0.594327976825584
gene93,1.18142598530458,5.08855781634259,27.7527003133043,0.723327145953649
gene94,2.80284090297412,0.951644009027422,19.8820296426222,0.468462113500141
gene95,0.366181070710509,0.842342027875881,12.127123438794,0.793387178049489
gene96,0.291382495486202,0.727253977142323,10.2348623150069,0.755344195165056
gene97,0.995985861205019,0.635977344140985,19.7520013457644,0.515927571290226
gene98,0.423389618345467,2.04616842941534,20.808767370642,0.754463035066775
gene99,0.0227089598635113,1.2989455739917,16.20118958,0.555561381641788
gene100,0.28070377495117,2.41793634747772,17.023667297793,0.807077085787112
gene101,2.07873077866787,3.08591395572412,30.8278660000337,0.526056727508961
gene102,1.86761174445104,2.60889007675933,28.7102165191476,0.541649124595212
gene103,2.46583100323591,0.721914526488034,16.3811770580508,0.529038452045574
gene104,2.40591111325825,0.518776335572335,15.8377176425286,0.531273201459522
gene105,2.31824435262582,0.0942760107709118,13.9648256694585,0.511059796403662
gene106,1.36221036286473,3.50765635463396,20.4776362290711,0.719582109531587
gene107,2.12492885103045,0.686397655767409,12.4255090963864,0.606712515158823
gene108,0.0920347840987273,1.49008700108835,22.7688173529911,0.66048214210825
gene109,0.97596804997898,2.21988103476484,24.5516785261016,0.626613524402926
gene110,1.21117353683849,3.36656807887599,25.3952785027431,0.675766677158314
gene111,2.72851763711747,0.175336851930979,12.7362247166473,0.556310821606371
gene112,0.552873131684689,1.42845813966682,12.6256705293574,0.774927784269806
gene113,2.48536742703459,0.931145411382767,11.7843865534975,0.628117088413328
gene114,2.71319408986353,2.04911453218798,18.344683105135,0.580822428963695
gene115,1.82018481953949,0.591652049980067,23.165378182435,0.441433290491588
gene116,0.16745829038737,0.549148168166789,15.1385297650022,0.617892306038288
gene117,0.452008553386325,2.62954995013244,14.8907737349773,0.829969973139575
gene118,0.669911610987416,2.31936241436338,18.9364830367679,0.738047379713079
gene119,2.02854567156031,1.36659512161579,24.7110284613634,0.475466560542062
gene120,0.309924813725698,1.78478745298337,18.3044825425755,0.768216687993183
gene121,0.425136320600414,2.34606061921503,10.6514810792652,0.827435856719983
gene122,2.91479439122547,2.64705107405629,24.8626027852772,0.518681883961006
gene123,0.356115968335676,0.790652117897274,18.9607422708053,0.626406915310673
gene124,0.106178838083248,0.673186329202364,20.5848040597096,0.536360718772671
gene125,1.40598807400776,1.53914614018081,14.0459592652117,0.697872503302646
gene126,2.15019757744685,0.479659943316709,24.9320405267821,0.399757086614275
gene127,2.65178629947525,1.76945919917681,17.4161507535938,0.578597128803018
gene128,4.68951636074509,1.55638865542418,12.251010692585,0.601767037910118
gene129,1.36801744123455,1.7236787307517,15.4359817041835,0.670617334198919
gene130,2.18687963568957,1.34621108857332,10.3276924842583,0.697247594136256
gene131,2.80031167194277,0.269247210523311,28.2216399648481,0.359204039131597
gene132,2.13578111575351,1.87498049095396,16.7918052826356,0.603316841753754
gene133,1.81908500303501,1.54536755839258,22.240479390538,0.537188518626781
gene134,1.36963804631745,1.37739324267548,23.2676762400944,0.548812698657822
gene135,2.74332797366763,2.39540465143672,21.0160322676808,0.550156494981049
gene136,2.21867680169854,0.159080994086046,28.0556331186498,0.339925274386516
gene137,2.844944665,0.984336816988376,25.5755267154953,0.430238789751593
gene138,0.615621611763756,0.790903096767017,23.6332098801312,0.548864647965084
gene139,2.48639791219223,1.01277672895449,10.5349718276448,0.66505243840711
gene140,1.13023458486949,1.30347951875033,18.0809170840487,0.615503687360114
gene141,2.13645506775392,1.33869377663869,18.4357873241748,0.556203942086177
gene142,0.854342305513594,2.42128356215286,25.72348683,0.67025347428602
gene143,1.91243801838127,1.14756349767687,28.2802248246794,0.447170733165741
gene144,1.8339288889771,2.71555533964635,17.8098136347905,0.672432707600303
gene145,0.183798650625988,0.807197371734186,16.1415761098478,0.673721223038259
gene146,2.75679845488307,1.51818078502529,26.4508193533581,0.461662256495049
gene147,1.55318755592491,0.927350425279146,25.4916165577234,0.450228233523591
gene148,2.03882956607497,0.935504628402474,27.4778391562379,0.428998203156582
gene149,0.50520206630043,1.17145250590761,13.5140156898665,0.735710539692884
gene150,2.48931989992491,2.68476837701214,23.2121596093775,0.57235397158424
gene151,0.335933046193243,0.886536660709041,18.6300374071413,0.706414369335637
gene152,1.0037277791542,1.30282690877925,10.4611949986711,0.756864132357401
gene153,0.652438124108837,2.01647207062897,22.9875493286396,0.667802203517944
gene154,0.528161362925852,1.46555606846789,10.084639067351,0.838067657692952
gene155,1.55624048731708,1.50205955041397,11.561839425504,0.720028363192445
gene156,1.71014161475845,1.34186863002534,25.7598427963638,0.486697827401852
gene157,1.98798862325981,2.002196687,19.6103692659353,0.584547605563046
gene158,0.117474031021825,1.11715225579123,8.32901644891214,0.742654347673204
gene159,0.451021634829988,0.54485675779149,16.4340168537507,0.658887448557483
gene160,0.556276996440844,1.56811792635577,13.772572208486,0.779781206227813
gene161,0.286598391412937,1.10539008193882,11.9523314858166,0.734727637118979
gene162,2.08036022564783,1.12851661324222,15.2471328799646,0.58963107781112
gene163,0.612700852441913,0.341966028958489,22.2323922853425,0.478946050776189
gene164,2.78348556912167,2.62640588971445,17.5861238460057,0.619422997969258
gene165,3.29654211799976,0.29371527894405,24.3790195085005,0.385721967399767
gene166,2.2862689781652,3.29995869638757,32.5125447326097,0.507474470534924
gene167,3.30194481993887,1.80596521713853,16.0867144073501,0.581154452512561
gene168,1.08839442668117,1.4207540133765,13.7719953501272,0.706096402621785
gene169,2.75092167176042,1.98844408380758,22.8766796135072,0.5210124250983
gene170,1.79784745264221,1.73332242820916,13.290363192387,0.672959085511731
gene171,2.27099252191698,0.191178790082795,12.4047794261483,0.553290702731204
gene172,3.25216901680623,0.299447573115958,17.3932352524775,0.477433046783277
gene173,3.69473265038076,0.31989446717245,16.0863057916496,0.480684756814331
gene174,2.96455030588882,4.6145500436812,34.9083049335112,0.502188150834539
gene175,1.88054805856919,1.87763938424772,22.3046909595274,0.566799109665725
gene176,2.46889734996731,3.29248209432861,19.3416520708997,0.643188431808302
gene177,0.535076157647506,5.03625988660083,30.6672751719387,0.822013356819648
gene178,0.164244745732694,0.187236422427023,25.612423883671,0.460530792594796
gene179,1.48876918778845,2.64415499046378,16.2792859189031,0.728149420074007
gene180,0.683737409788486,0.774692234317522,12.1970732590199,0.700226268340958
gene181,0.952924986616368,3.42238452879018,28.4987403581967,0.687185371780375
gene182,0.986140969466677,1.10557472802763,17.2549915195039,0.638733896662728
gene183,1.26556473928259,0.549522726929948,20.9600776920669,0.479409170943127
gene184,1.4526110061115,3.46873810417091,17.4575903295567,0.757371285706269
gene185,0.0364286803885548,1.20306091377774,11.7219056332232,0.40422721116227
gene186,1.65369001730313,2.23348130852218,18.9906750052662,0.637159475247675
gene187,1.30686639808956,1.34698019874593,25.3256147928063,0.526622884567161
gene188,2.87850851345296,0.809209967164088,14.50628436,0.544482160399293
gene189,0.614380575295738,0.37243253040245,16.7454954550303,0.552461710760066
gene190,0.382416133102299,0.787255319678483,26.2737535050069,0.552326771190003
gene191,1.97046895823852,2.03305749054366,15.0232540322785,0.661653395425789
gene192,2.18339792177351,2.42477881138699,16.8646839976633,0.644932836909096
gene193,2.04665497732386,1.30405412274553,9.3139025936958,0.733452975588256
gene194,1.94495217579369,1.12902940742115,13.77213583,0.619074797486729
gene195,1.84720138251136,2.97407544994019,24.4553470074342,0.605800695387186
gene196,0.193383856538384,0.297253711126218,19.0924254856161,0.459078027047576
gene197,0.357810757978299,3.03018719607296,29.1946702589072,0.727900350234099
gene198,0.918442226686952,0.645637323797457,13.096699370241,0.637603087272281
gene199,0.567912629452481,1.21518531859786,10.347759982356,0.765130753316508
gene200,2.10790228225179,0.786702227106562,16.7748830807541,0.519501514469421
gene201,2.75807703159021,1.16963972922934,24.9849853217873,0.444283722842455
gene202,1.6347805680434,0.302450922926968,20.4882576435594,0.449362489802968
gene203,2.32657068496877,1.44540603600181,14.0642025029511,0.62927083619272
gene204,3.24792766733925,2.55946157944971,26.2336767209469,0.48285990088491
gene205,1.87815568969701,0.832390829339133,23.6036704159477,0.462018476460502
gene206,1.02404762470717,3.89140232291547,26.8638918673291,0.717604031749988
gene207,1.9740571482648,2.40284762885061,20.9332290409368,0.597404538308074
gene208,0.61201695302674,0.542695198389576,24.8273180864017,0.477893828005134
gene209,2.8676563867765,3.81104069263405,26.0177593626593,0.550352448054342
gene210,1.70154104706478,0.351360504931249,19.9403444347318,0.452042250140349
gene211,0.883230783721824,1.80783274627208,17.7714198361715,0.704298089590581
gene212,0.592301293856321,1.13924182639274,26.8926953411671,0.569028355110574
gene213,2.32336221506194,1.04491773617159,17.2182212011318,0.544196426464278
gene214,0.984517171126744,0.325017003846038,11.578146004458,0.617545148178635
gene215,0.474327896287992,3.49826107314568,30.8112158872615,0.781752921466782
gene216,2.25574622448359,2.02338103222522,17.6616246984718,0.59259661647342
gene217,0.6109837914389,0.888634056797994,29.4011192106619,0.512890901649611
gene218,0.892983290791955,1.69641800747211,18.3137007976205,0.67186878891033
gene219,2.28791039460755,0.298111115557744,20.6429343432408,0.419957322648882
gene220,3.63204393166512,1.74117537489608,21.2247590842375,0.493695318777548
gene221,1.62886221667884,0.649829998843888,11.4904831194957,0.645130619405482
gene222,1.79931634580183,1.12127142665106,13.0725501744354,0.652401467663724
gene223,2.30124926313179,2.3805681231256,23.9752689846358,0.547772383048487
gene224,0.328171942902282,2.37516977263865,11.5193578673426,0.823077255700835
gene225,2.49755398461937,0.741717780804224,17.1789315122037,0.49988680655434
gene226,0.748760970308674,1.77296931063715,17.2010863833836,0.719795944965635
gene227,1.66644684190367,0.517781365914304,24.5923704605243,0.420167426952013
gene228,1.3138365881991,0.377490267172395,27.5428486949049,0.387630739673429
gene229,0.340421028240622,3.11882857780559,27.1541204907075,0.807862482273121
gene230,1.67779730123007,1.39247930934168,17.6065800087813,0.594116843539172
gene231,2.86776252755954,2.89481536480048,22.3733440567667,0.563995462341734
gene232,1.32336659009561,2.29852107289454,12.749907303912,0.754202688722707
gene233,2.71883439670292,2.13867589262777,18.272938060411,0.582907550769106
gene234,0.174403414805664,0.286957660556091,16.7331565429237,0.669820916225479
gene235,2.16470168036968,0.195124917365637,12.9821304284519,0.546466995058618
gene236,2.57953030985352,0.151050912788792,24.7899914145235,0.383196776856028
gene237,0.366983130014576,1.43468763848025,27.3523941629569,0.647600639656261
gene238,2.34660442925857,0.160147310168858,20.038333002392,0.407627028193895
gene239,0.931508990144219,3.19547052676119,16.6453878685597,0.794512986048886
gene240,1.76410278657041,2.34155470538576,25.5948347099989,0.564818680915374
gene241,2.31151492542246,1.52605570181672,21.9345896678929,0.519008909004492
gene242,1.23702129880429,2.21359853783927,17.4337330194338,0.686821553997033
gene243,1.181995954,4.46279419562969,17.4192727862306,0.809065604460399
gene244,1.67834944162744,2.10403851731344,27.1991703321085,0.52999808619723
gene245,1.67413703109095,1.68968311696928,15.9317409437618,0.631530096836305
gene246,3.03978567861241,1.8077786007932,10.7091014695973,0.688152337973505
gene247,2.04585464029095,2.00920547024489,27.9576073282179,0.4904312594623
gene248,0.442084516880629,1.87482627508363,18.3346856911398,0.75245470307904
gene249,0.858890300489367,1.49835582873723,18.5029038658238,0.684474017752713
gene250,1.66247609078959,1.4938310638963,28.4113778880642,0.484986215028895
gene251,0.878199737900315,1.80419493501321,17.4264343259976,0.710083312609615
gene252,2.53894268660621,0.684736630799138,18.6859742825517,0.489402242569641
gene253,0.115644442112286,0.967648237827491,11.8644548569935,0.699615312366078
gene254,0.678173604768744,0.584092649884645,18.7075778854502,0.581184957604874
gene255,2.15039689212613,1.52666202917307,28.3318106851426,0.455703474042544
gene256,0.257893057161641,0.877410695362171,26.6859203560358,0.592691322646426
gene257,2.24827817427614,1.22321216171928,19.6047884523097,0.531252216278164
gene258,2.99771242027715,3.33257529001061,21.2407292037118,0.591644262218919
gene259,1.63406909386415,1.16641326104175,17.0059819545616,0.599823850594922
gene260,4.82085348684248,6.92888631371322,13.3619032609323,0.760683766619233
gene261,0.236309271286747,0.605926349704628,22.7203031241775,0.657833536792577
gene262,1.14515793796168,2.01358962876145,11.3817625918999,0.785779807751934
gene263,1.50076688751709,1.09879455746009,12.9547470226769,0.66280933971378
gene264,0.480578009944511,2.66315472519937,24.6296355056417,0.724282815240811
gene265,1.71795568887699,0.42402747701373,28.8150721670003,0.368203538271101
gene266,0.0958006036286348,1.31007333736595,21.7055840869363,0.540498073877643
gene267,2.87914204912503,0.773520248620138,15.8930472147564,0.525674384358582
gene268,1.02310702637481,0.483019554698954,16.8959250494215,0.543081875624864
gene269,1.41550899882642,1.81397129489574,12.9502568291896,0.707590554935902
gene270,1.48793401812112,2.92889707034675,28.7594077201458,0.593521273168313
gene271,2.69139432763712,1.80847182247918,26.7012791826842,0.467376753171709
gene272,2.15816143193768,1.71226435223401,13.760590677177,0.654019688861322
gene273,1.12626853923939,1.76989494568091,24.8179893456869,0.607709721013343
gene274,0.959963919739786,1.38491084154563,8.42451529226684,0.803619650400667
gene275,1.24125110229873,0.959236965262149,24.0445529647671,0.511068824722539
gene276,0.934626665271102,0.509531457830543,11.7971692772584,0.667896674528721
gene277,1.36081136397991,0.611236006505292,11.7991986540632,0.626514004620438
gene278,2.20246171500209,2.02530543421738,16.9490730904825,0.611995899365103
gene279,1.57938133724713,15.7283722513382,35.6707451747458,0.825567994055295
gene280,0.0587830780825729,0.567917204783437,21.1947465435403,0.41101741717421
gene281,1.3848592714575,1.14410287418277,27.9745482501971,0.469673365834405
gene282,0.516445853424905,3.12266119199185,22.1132541842424,0.821581688798685
gene283,2.30438424491185,0.786384095550599,24.4026227742746,0.431322961879778
gene284,3.60203795727126,6.54110642643767,18.3047781284909,0.698886718063384
gene285,0.770639011829392,2.45163111953251,18.9446399153798,0.731125119583392
gene286,2.75051726900428,0.351061675035655,20.7612884485343,0.410105527172859
gene287,0.639116961735957,1.17862150838844,25.6945869766943,0.578064289535288
gene288,1.96628339676785,1.91622107545019,26.7278981016504,0.503621383899952
gene289,3.0224517817577,1.96026276095431,14.2291607125156,0.638283714231229
gene290,1.66469963658677,2.20367042608858,15.2775357981149,0.702965494308791
gene291,1.70516948366979,4.02879705599576,21.1725961288319,0.703239237051934
gene292,0.602763519564649,1.80776538601963,15.517370701805,0.797075709596042
gene293,2.80559360109255,2.0354562696572,14.8557402570555,0.637193345275082
gene294,0.997364052698631,1.25424445443683,13.175183196796,0.691590068482853
gene295,3.41357045007879,2.21625451344696,21.4535672558784,0.511599387509138
gene296,3.01431929746413,2.37953455684162,22.5087897479613,0.523560166346358
gene297,1.00065107700779,1.325206935,27.7730023044652,0.537756802701527
gene298,1.90669892250267,0.732451072596154,17.6078435844755,0.528583021013656
gene299,0.445452860304547,2.17623373928738,21.8177646620512,0.795425169038198
gene300,2.36684576582171,0.423639401664368,10.469157047645,0.616846759319023
gene301,2.17982891459906,2.72086574956181,22.2020370430306,0.592259277470843
gene302,2.78064466391304,1.77869872857575,29.2455733824026,0.424888011173096
gene303,1.09964959018697,2.74769960034776,25.5264461141965,0.668514588172441
gene304,0.364193095632322,1.70565765109443,31.0749495287854,0.647300723249303
gene305,1.84044871015691,1.6778568283974,24.8899419325383,0.511059694112183
gene306,0.382996257981713,2.63804297017195,16.0797064509903,0.892091587486788
gene307,1.27896661814426,1.36855594154186,23.8276858647273,0.550792900918026
gene308,1.82910860437275,0.496135161963683,16.8995391472889,0.510796084313092
gene309,1.48207332431953,3.07867663630033,13.0151073055187,0.786438394319919
gene310,2.21627807949041,0.129383573000879,25.0087798558321,0.367151688689773
gene311,1.41650422313054,0.822369544700166,27.1540735622497,0.44686280353669
gene312,0.75966082165178,1.68519522894339,21.3996399022014,0.623080040329682
gene313,2.16255575999222,3.03474773265216,13.738080532548,0.722164551453785
gene314,1.87797762886571,1.23218170916814,10.0971711100668,0.704080540583738
gene315,3.17975767985423,1.71922650961419,18.6489648672986,0.537674182490345
gene316,2.64601504116494,2.30064467878887,14.7970545501305,0.653654808757121
gene317,0.0718755240411581,0.86440164798061,18.5090103141054,0.378467501517013
gene318,2.2527255057138,1.14140760672165,18.4415926266648,0.539734830294821
gene319,0.993990790079249,0.829696552359429,8.53445571958859,0.752332863866026
gene320,2.85787324759488,2.29189198723682,21.632043413595,0.532960663841901
gene321,1.64146503929531,1.70440625674433,13.7974658881721,0.680332909164108
gene322,2.09822147921598,0.379941391058197,24.3725195612553,0.411581781987102
gene323,1.74011174410281,3.22330292422107,27.5952369781998,0.581658731076125
gene324,2.28778050349045,2.03312393811028,23.6603338535428,0.524485273249836
gene325,2.68609864652372,1.9044069147424,23.9956363850439,0.499543807996863
gene326,0.988724909227538,1.1243781435233,15.549155803625,0.650819965970838
gene327,0.332231161565522,2.93228879544898,25.2496694313583,0.834117175082365
gene328,0.809871175044879,3.18080470089423,23.3214492621758,0.728183801222529
gene329,2.89117271116006,2.0136055531277,27.0122687734505,0.468279301992619
gene330,2.74870525351969,2.62250733096377,20.7584516541918,0.562309870422411
gene331,3.05619900871802,2.43080723931977,24.1860191080197,0.505782855325659
gene332,1.87083550897836,0.595131462747588,27.6458486640732,0.392406323154806
gene333,0.517865022567992,1.96194258673371,15.5771606414505,0.78051513400372
gene334,1.25413383570408,1.0312647379775,24.4666632816289,0.496283168821177
gene335,1.05910358776118,0.488361095463578,22.2645722106411,0.473352993788926
gene336,0.0972704866115666,0.960046787256092,13.7459227523807,0.692860488366255
gene337,1.85758002452565,0.371888734402497,22.5715281131407,0.422627871616145
gene338,1.64487100161643,1.75896409664886,28.9370177854914,0.48746444257515
gene339,3.29920257971259,0.290716872709869,13.5856710697397,0.514370560098616
gene340,1.85303344762435,3.1558340815759,27.2956800684424,0.592461125731425
gene341,2.49043314518033,0.505312553414413,23.5934737158462,0.425486715280375
gene342,1.75969628929337,1.0680126362161,20.885216551254,0.513399309478403
gene343,2.14927211574398,2.33261568846099,28.8513115816049,0.494841223897079
gene344,1.84119932533225,1.99443743145072,21.9369290246604,0.575774011650205
gene345,1.90435170009588,3.48117372579813,11.2719933422028,0.815687777627976
gene346,2.50434892315151,3.04169766759197,16.5430992880811,0.671010962060564
gene347,0.422037564047604,2.68058273612611,31.794591545458,0.815941924202371
gene348,0.523496248535462,1.60206708113027,18.3473723947218,0.72286398375952
gene349,2.11332187628928,2.69608171366351,13.3679535172294,0.717308178607346
gene350,1.06824442224936,2.9611138991443,14.9962819928339,0.803136161428356
gene351,0.0643732526855723,1.08110984712547,20.8052033452717,0.333719520490583
gene352,1.30193918269538,1.53033060293609,26.2920694374811,0.530941592105075
gene353,0.0396007755941296,1.55069182198626,15.0729829169014,0.360114848343535
gene354,2.59546941266439,0.143698260253395,19.9327532323249,0.41541401140016
gene355,2.21665299859278,0.651106568026922,13.8261353071834,0.584560227474827
gene356,0.212369035303806,1.81951165620468,11.3490364472134,0.855702681439999
gene357,2.26174321733144,1.53057222131745,26.6470019457535,0.454876351530943
gene358,2.48854388893036,2.13948333475949,23.6901067311275,0.521907937009244
gene359,1.54792900395682,0.347788344721793,14.6473734019748,0.53707285807098
gene360,0.85289324319431,2.67135721157724,24.2264545103128,0.693102393530477
gene361,1.78996502728462,1.80560787306075,20.207495549811,0.589042513929843
gene362,1.05056574284849,0.394546698024703,15.8791846224295,0.533746479122894
gene363,2.17617867420287,1.55944540003587,12.7346997208434,0.669290971788398
gene364,2.25742885987109,0.934031805666627,24.9217960346393,0.432330362747811
gene365,2.83110510498382,2.40732236773103,16.5670309246867,0.630705623938362
gene366,3.40521639144436,1.71621952223882,13.8266558027063,0.620475910861931
gene367,1.04288887050031,2.87776029686556,30.9456688211033,0.610033434305483
gene368,2.31449497449929,1.87007153963154,27.3410519805382,0.478675286121328
gene369,0.635524907311299,0.29856584619541,18.3798099324413,0.506124222646375
gene370,0.624452518126232,0.505538582094344,23.8628714648027,0.509754973685005
gene371,2.41968016035345,1.18987325341935,19.4895258218884,0.531333590239189
gene372,0.707388356391618,1.53001326404912,16.6988939873799,0.713002520470874
gene373,0.292810417148976,1.75201838503946,16.1747983082104,0.788696495424752
gene374,0.091729302610731,0.937482070360197,9.86951879115815,0.572800725487544
gene375,2.94527362347127,2.38475411987581,12.792962806921,0.674173022806964
gene376,1.1042044480307,1.85771100982171,14.4055323226353,0.728052119525632
gene377,2.59428584364078,3.30209321347296,26.8535454284262,0.542810397210702
gene378,2.37612574729016,1.53835606320818,18.4429442757941,0.557041066148265
gene379,2.15414346142941,1.36622879291291,17.9231406736429,0.539661377686108
gene380,2.6786151582995,2.54957740115528,26.1106402562833,0.507602136262064
gene381,0.81812725981931,2.10930797492383,20.5948428563023,0.694441819544258
gene382,2.09690592354094,1.30935808040148,27.7331915708888,0.454561531492835
gene383,0.221409627138266,1.72587618623116,22.9734316279636,0.656969902316812
gene384,1.46935090850193,2.09834892826487,15.6685724301786,0.688172692512656
gene385,0.500088389579015,1.97258886262527,20.9188876713629,0.729941318749786
gene386,1.07154164570134,0.925463910637639,14.9667410556356,0.628134711295045
gene387,1.52024501184583,1.18018601480247,11.3258746832539,0.695109614389573
gene388,1.29183343079859,1.46961934952678,28.2001714301311,0.503859398375342
